,Timestamp,Arbitration_ID,Ext_Identifier,Data_Length_Code,Payload
0,1660219274.67847,389238016,True,2,b'\x10\x02'
1,1660219274.70269,1123,False,8,b'\x00\x80=\x00\x00\x00\x00\x00'
2,1660219274.708209,389233664,True,2,b'\x1f\x02'
3,1660219274.71391,1413,False,8,"b'\x02,\x00t\x00\x08\x00\x00'"
4,1660219274.717889,779,False,8,b'o\x00\x01\x00\x00\x00\x00\x80'
5,1660219274.729492,1907,False,8,b'\x02\x10O\x00\x00\x00\x00\x00'
6,1660219274.732084,452984848,True,8,b'\x10@\x04\x01\x00\x08\x00\x00'
7,1660219274.737117,2013,False,8,b'\x06PO\x002\x01\xf4\xaa'
8,1660219274.738841,1907,False,8,b'\x02>\x00\x00\x00\x00\x00\x00'
9,1660219274.738875,1635,False,8,b'`\x00\x00\x0f\x00\x00\x00\x00'
10,1660219274.746872,2013,False,8,b'\x02~\x00\xaa\xaa\xaa\xaa\xaa'
11,1660219274.748088,389230864,True,4,b'<T\x00\x00'
12,1660219274.752646,1124,False,8,b'\x08\x00\x00\x00\x00\x00\x00\x00'
13,1660219274.752648,380196017,True,8,b'\x00\x00\x00\x00\x00\x00\x00\xfe'
14,1660219274.752649,960,False,4,b'L\x00\x07\x00'
15,1660219274.753857,1716,False,8,b'\x026031714'
16,1660219274.76801,779,False,8,b'o\x00\x01\x00\x00\x00\x00\x80'
17,1660219274.772608,1156,False,8,b'\xfe\xfb\xef\xbf\xff\xfe\xfb?'
18,1660219274.782516,1157,False,8,b'\x00\xc1\xef\xff\x00\x00\x00\x00'
19,1660219274.792632,1158,False,8,b'\xfe\xff\xff\xf7\xff\xff\xffA'
20,1660219274.80272,1122,False,8,b'\x00\x008\x00\x00\x01\x00\x00'
21,1660219274.802721,316495022,True,8,b'\x00\x00\x00\x00\x00\x00\x00\x7f'
22,1660219274.812658,380195864,True,8,b'\x0e\xf8\x0f\xfb\xef\xff\x8aE'
23,1660219274.817859,779,False,8,b'o\x00\x01\x00\x00\x00\x00\x80'
24,1660219274.837675,1635,False,8,b'`\x00\x00\x0f\x00\x00\x00\x00'
25,1660219274.852612,1123,False,8,b'\x00\x80=\x00\x00\x00\x00\x00'
26,1660219274.852613,401604723,True,8,b' s\x00\x00\x00\xff\x01\x80'
27,1660219274.852613,441799848,True,8,b'\x05\x00\xff\xbf\x00\x00\x00\x00'
28,1660219274.852614,960,False,4,b'\xf9\x01\x07\x00'
29,1660219274.861664,452984947,True,8,b's@\x04\x0b\x00\x08\x00\x00'
30,1660219274.861664,1153,False,8,"b'\x00\x00\x00""\x00\x00\xe0\xfe'"
31,1660219274.868135,779,False,8,b'o\x00\x01\x00\x00\x00\x00\x80'
32,1660219274.869552,1720,False,8,b'%\x08\xfc\x01\x00\x92\x00\x00'
33,1660219274.878913,389227008,True,2,b'\x18\x82'
34,1660219274.880051,389226752,True,2,b'\x18B'
35,1660219274.889566,389226240,True,2,b'\x17\xc2'
36,1660219274.902814,1124,False,8,"b'\xdb\xd4W\x80""<\x13\x00'"
37,1660219274.917878,779,False,8,b'o\x00\x01\x00\x00\x00\x00\x80'
38,1660219274.929151,389231120,True,8,b'\x80\x08<\xa5\x00\x00\x00\x00'
39,1660219274.929152,389228560,True,6,b':7\x00\x00\x00\x00'
40,1660219274.932146,452984848,True,8,b'\x10@\x04\x01\x00\x08\x00\x00'
41,1660219274.937717,1635,False,8,b'`\x00\x00\x0f\x00\x00\x00\x00'
42,1660219274.940231,389228816,True,5,b'\xa0\x01:c\x00'
43,1660219274.952747,1122,False,8,b'\x00\x008\x00\x00\x01\x00\x00'
44,1660219274.952748,1125,False,8,b'\x00\x00\x00\x00\x00\x00\x00\x80'
45,1660219274.952749,316495022,True,8,b'\x00\x00\x00\x00\x00\x00\x00\x7f'
46,1660219274.95275,380196017,True,8,b'\x00\x00\x00\x00\x00\x00\x00\xfe'
47,1660219274.953829,960,False,4,b'\t\x02\x07\x00'
48,1660219274.953831,1716,False,8,b'\x00\xc9k|\x8cBAU'
49,1660219274.959095,389231120,True,5,b'\xc0\x00\x00\x00\x00'
50,1660219274.967805,779,False,8,b'o\x00\x01\x00\x00\x00\x00\x80'
51,1660219274.972667,1156,False,8,b'\xfe\xfb\xef\xbf\xff\xfe\xfb?'
52,1660219274.976954,1718,False,6,b'!\x13\x18\x01+%'
53,1660219274.976961,1719,False,8,b'\x00\x00\xb0\x1b\x08\xff\xc0\xfe'
54,1660219274.982591,1157,False,8,b'\x00\xc1\xef\xff\x00\x00\x00\x00'
55,1660219274.992671,1158,False,8,b'\xfe\xff\xff\xf7\xff\xff\xffA'
56,1660219275.002747,1123,False,8,b'\x00\x80=\x00\x00\x00\x00\x00'
57,1660219275.012713,380195864,True,8,b'\x0e\xf8\x0f\xfb\xef\xffRV'
